# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS120970	300476	Cone-rod dystrophy, X-linked, 3
PS120970	303700	Blue cone monochromacy
PS120970	304020	Cone-rod dystrophy, X-linked, 1
PS120970	600624	Cone-rod retinal dystrophy-1
PS120970	600977	Cone-rod dystrophy 5
PS120970	601777	Cone-rod dystrophy 6
PS120970	602093	Cone-rod dystrophy 14
PS120970	602093	Cone dystrophy-3
PS120970	603649	Cone-rod dystrophy 7
PS120970	604116	Cone-rod dystrophy 3
PS120970	605549	Cone-rod dystrophy 8
PS120970	608194	Cone-rod dystrophy 13
PS120970	610283	Cone-rod dystrophy 10
PS120970	610381	Cone-rod dystrophy 11
PS120970	612657	Cone-rod dystrophy 12
PS120970	612775	Cone-rod dystrophy 9
PS120970	613093	Cone dystrophy 4
PS120970	613660	Cone-rod dystrophy 15
PS120970	613660	Retinitis pigmentosa 65
PS120970	614500	Cone-rod dystrophy 16
PS120970	614500	Retinitis pigmentosa 64
PS120970	615163	Cone-rod dystrophy 17
PS120970	615374	Cone-rod dystrophy 18
PS120970	615860	Cone-rod dystrophy 19
PS120970	615973	Cone-rod dystrophy 20
PS120970	616502	Cone-rod dystrophy 21
PS121200	Seizures, benign familial neonatal
PS121200	121200	Seizures, benign neonatal, 1
PS121200	121200	Myokymia
PS121200	121201	Seizures, benign neonatal, 2
PS121200	608217	Seizures, benign neonatal, 3
PS121210	Seizures, familial febrile
PS121210	121210	Febrile seizures, familial, 1
PS121210	602477	Febrile seizures, familial, 2
PS121210	604352	?Febrile seizures, familial, 4
PS121210	604403	Febrile seizures, familial, 3A
PS121210	604403	Epilepsy, generalized, with febrile seizures plus, type 2
PS121210	607681	Epilepsy, generalized, with febrile seizures plus, type 3
PS121210	607681	Febrile seizures, familial, 8
PS121210	609253	Febrile seizures, familial, 6
PS121210	609255	Febrile seizures, familial, 5
PS121210	611515	Febrile seizures, familial, 7
PS121210	611634	Febrile seizures, familial, 9
PS121210	612637	Febrile seizures, familial, 10
PS121210	613863	Generalized epilepsy with febrile seizures plus, type 7
PS121210	614418	Febrile seizures, familial, 11
PS121400	Cornea plana
PS121400	121400	Cornea plana 1, autosomal dominant
PS121400	217300	Cornea plana 2, autosomal recessive
PS122000	Corneal dystrophy, posterior polymorphous
PS122000	122000	Corneal dystrophy, posterior polymorphous, 1
PS122000	609140	Corneal dystrophy, posterior polymorphous 2
PS122000	609141	Corneal dystrophy, posterior polymorphous, 3
PS122000	618031	Corneal dystrophy, posterior polymorphous, 4
PS122100	Corneal dystrophy, Meesmann
PS122100	122100	Meesmann corneal dystrophy 1
PS122100	618767	Meesmann corneal dystrophy 2
PS122470	Cornelia de Lange syndrome
PS122470	122470	Cornelia de Lange syndrome 1
PS122470	300590	Cornelia de Lange syndrome 2
PS122470	300882	Cornelia de Lange syndrome 5
PS122470	610759	Cornelia de Lange syndrome 3
PS122470	614701	Cornelia de Lange syndrome 4
PS123000	Craniometaphyseal dysplasia
PS123000	123000	Craniometaphyseal dysplasia
PS123000	218400	Craniometaphyseal dysplasia, autosomal recessive
PS123100	Craniosynostosis
PS123100	123100	Craniosynostosis 1
PS123100	600775	Craniosynostosis 4
PS123100	604757	Craniosynostosis 2
PS123100	615314	Craniosynostosis 3
PS123100	615529	{Craniosynostosis 5, susceptibility to}
PS123100	616602	?Craniosynostosis 6
PS123100	617439	{Craniosynostosis 7, susceptibility to}
PS123700	Cutis laxa
PS123700	123700	Cutis laxa, autosomal dominant
PS123700	219100	Cutis laxa, autosomal recessive, type IA
PS123700	219150	Cutis laxa, autosomal recessive, type IIIA
PS123700	219200	Cutis laxa, autosomal recessive, type IIA
PS123700	612940	Cutis laxa, autosomal recessive, type IIB
PS123700	613177	Cutis laxa, autosomal recessive, type IC
PS123700	614434	?Cutis laxa, autosomal dominant 2
PS123700	614437	Cutis laxa, autosomal recessive, type IB
PS123700	614438	Cutis laxa, autosomal recessive, type IIIB
PS123700	616603	Cutis laxa, autosomal dominant 3
PS123700	617402	Cutis laxa, autosomal recessive, type IIC
PS123700	617403	Cutis laxa, autosomal recessive, type IID
PS123700	619451	Cutis laxa, autosomal recessive, type IIE
PS124000	Mitochondrial complex III deficiency, nuclear type
PS124000	124000	Mitochondrial complex III deficiency, nuclear type 1
PS124000	615157	Mitochondrial complex III deficiency, nuclear type 2
PS124000	615158	Mitochondrial complex III deficiency, nuclear type 3
PS124000	615159	Mitochondrial complex III deficiency, nuclear type 4
PS124000	615160	Mitochondrial complex III deficiency, nuclear type 5
PS124000	615453	Mitochondrial complex III deficiency, nuclear type 6
PS124000	615824	Mitochondrial complex III deficiency, nuclear type 7
PS124000	615838	Mitochondrial complex III deficiency, nuclear type 8
PS124000	616111	?Mitochondrial complex III deficiency, nuclear type 9
PS124000	618775	Mitochondrial complex III deficiency, nuclear type 10
PS124900	Deafness, autosomal dominant
PS124900	124900	Deafness, autosomal dominant 1, with or without thrombocytopenia
PS124900	600101	Deafness, autosomal dominant 2A
PS124900	600652	Deafness, autosomal dominant 4A
PS124900	600965	Deafness, autosomal dominant 6/14/38
PS124900	600994	Deafness, autosomal dominant 5
PS124900	601316	Deafness, autosomal dominant 10
PS124900	601317	Deafness, autosomal dominant 11
PS124900	601369	Deafness, autosomal dominant 9
PS124900	601412	Deafness, autosomal dominant 7
PS124900	601543	Deafness, autosomal dominant 8/12
PS124900	601544	Deafness, autosomal dominant 3A
PS124900	601868	Deafness, autosomal dominant 13
PS124900	602459	Deafness, autosomal dominant 15
PS124900	603622	Deafness, autosomal dominant 17
PS124900	603964	Deafness, autosomal dominant 16
PS124900	604717	Deafness, autosomal dominant 20/26
PS124900	605192	Deafness, autosomal dominant 23
PS124900	605583	Deafness, autosomal dominant 25
PS124900	606012	Deafness, autosomal dominant 18
PS124900	606282	Deafness, autosomal dominant 24
PS124900	606346	Deafness, autosomal dominant 22
PS124900	606346	Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy
PS124900	606451	Deafness, autosomal dominant 30
PS124900	606705	Deafness, autosomal dominant 36
PS124900	607017	Deafness, autosomal dominant 21
PS124900	607453	?Deafness, autosomal dominant 44
PS124900	607683	Deafness, autosomal dominant 52
PS124900	607841	Deafness, autosomal dominant 48
PS124900	608224	Deafness, autosomal dominant 41
PS124900	608372	Deafness, autosomal dominant 49
PS124900	608394	Deafness, autosomal dominant 43
PS124900	608641	Deafness, autosomal dominant 28
PS124900	608645	Deafness, autosomal dominant 31
PS124900	608652	Deafness, autosomal dominant 47
PS124900	609965	Deafness, autosomal dominant 53
PS124900	612431	?Deafness, autosomal dominant 27
PS124900	612642	Deafness, autosomal dominant 59
PS124900	612643	Deafness, autosomal dominant 3B
PS124900	612644	Deafness, autosomal dominant 2B
PS124900	613074	Deafness, autosomal dominant 50
PS124900	613558	Deafness, autosomal dominant 51
PS124900	614152	Deafness, autosomal dominant 64
PS124900	614211	Deafness, autosomal dominant 33
PS124900	614614	Deafness, autosomal dominant 4B
PS124900	615629	Deafness, autosomal dominant 56
PS124900	615649	Deafness, autosomal dominant 54
PS124900	615654	Deafness, autosomal dominant 58
PS124900	616044	Deafness, autosomal dominant 65
PS124900	616340	Deafness, autosomal dominant 67
PS124900	616357	Deafness, autosomal dominant 40
PS124900	616697	Deafness, autosomal dominant 69, unilateral or asymmetric
PS124900	616707	?Deafness, autosomal dominant 68
PS124900	616968	?Deafness, autosomal dominant 70
PS124900	616969	?Deafness, autosomal dominant 66
PS124900	617605	?Deafness, autosomal dominant 71
PS124900	617606	?Deafness, autosomal dominant 72
PS124900	617663	Deafness, autosomal dominant 73
PS124900	617772	Deafness, autosomal dominant 34, with or without inflammation
PS124900	618140	?Deafness, autosomal dominant 74
PS124900	618533	Deafness, autosomal dominant 37
PS124900	618778	?Deafness, autosomal dominant 75
PS124900	618787	Deafness, autosomal dominant 76
PS124900	618915	?Deafness, autosomal dominant 77
PS124900	619081	Deafness, autosomal dominant 78
PS124900	619086	?Deafness, autosomal dominant 79
PS124900	619274	Deafness, autosomal dominant 80
PS125310	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy
PS125310	125310	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy 1
PS125310	600142	CARASIL syndrome
PS125310	616779	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2
PS126200	Multiple sclerosis, susceptibility to
PS126200	126200	{Multiple sclerosis, disease progression, modifier of}
PS126200	126200	{Multiple sclerosis, susceptibility to, 1}
PS126200	612594	{Multiple sclerosis, susceptibility to, 2}
PS126200	612595	{Multiple sclerosis, susceptibility to, 3}
PS126200	612596	{Multiple sclerosis, susceptibility to, 4}
PS126200	614810	{Multiple sclerosis, susceptibility to, 5}
PS126800	Duane retraction syndrome
PS126800	126800	Duane retraction syndrome 1
PS126800	604356	Duane retraction syndrome 2
PS126800	617041	Duane retraction syndrome 3
PS127000	Kenny-Caffey syndrome
PS127000	127000	Kenny-Caffey syndrome, type 2
PS127000	244460	Kenny-Caffey syndrome, type 1
PS127500	Dyschromatosis universalis hereditaria
PS127500	127500	Dyschromatosis universalis hereditaria 1
PS127500	612715	Dyschromatosis universalis hereditaria 2
PS127500	615402	Dyschromatosis universalis hereditaria 3
PS127550	Dyskeratosis congenita
PS127550	127550	Dyskeratosis congenita, autosomal dominant 1
PS127550	224230	Dyskeratosis congenita, autosomal recessive 1
PS127550	268130	Revesz syndrome
PS127550	305000	Dyskeratosis congenita, X-linked
PS127550	613987	Dyskeratosis congenita, autosomal recessive 2
PS127550	613988	Dyskeratosis congenita, autosomal recessive 3
PS127550	613989	{Dyskeratosis congenita, autosomal dominant 2}
PS127550	613989	{Dyskeratosis congenita, autosomal recessive 4}
PS127550	613990	Dyskeratosis congenita, autosomal dominant 3
PS127550	615190	Dyskeratosis congenita, autosomal dominant 4
PS127550	615190	Dyskeratosis congenita, autosomal recessive 5
PS127550	616353	Dyskeratosis congenita, autosomal recessive 6
PS127550	616553	?Dyskeratosis congenita, autosomal recessive 7
PS127550	616553	?Dyskeratosis congenita, autosomal dominant 6
PS128100	Dystonia
PS128100	118800	Paroxysmal nonkinesigenic dyskinesia 1
PS128100	128100	Dystonia-1, torsion
PS128100	128101	Dystonia 4, torsion, autosomal dominant
PS128100	128200	Episodic kinesigenic dyskinesia 1
PS128100	128230	Dystonia, DOPA-responsive, with or without hyperphenylalaninemia
PS128100	128235	Dystonia-12
PS128100	159900	Dystonia-11, myoclonic
PS128100	224500	Dystonia 2, torsion, autosomal recessive
PS128100	314250	Dystonia-Parkinsonism, X-linked
PS128100	601042	Dystonia 9
PS128100	602124	Dystonia-7, torsion
PS128100	602629	Dystonia 6, torsion
PS128100	607488	Dystonia-15, myoclonic
PS128100	607671	Dystonia 13, torsion
PS128100	611031	Episodic kinesigenic dyskinesia 2
PS128100	611147	Paroxysmal nonkinesigenic dyskinesia 2
PS128100	612067	Dystonia 16
PS128100	612126	GLUT1 deficiency syndrome 2, childhood onset
PS128100	612406	Dystonia-17, primary torsion
PS128100	614588	Dystonia 21
PS128100	614860	Dystonia 23
PS128100	615034	Dystonia 24
PS128100	615073	Dystonia 25
PS128100	616398	Dystonia 26, myoclonic
PS128100	616411	Dystonia 27
PS128100	617282	Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities
PS128100	617284	Dystonia 28, childhood-onset
PS128100	619291	Dystonia 30
PS128200	Episodic kinesigenic dyskinesia
PS128200	128200	Episodic kinesigenic dyskinesia 1
PS128200	611031	Episodic kinesigenic dyskinesia 2
PS130000	Ehlers-Danlos syndrome
PS130000	130000	Ehlers-Danlos syndrome, classic type, 1
PS130000	130010	Ehlers-Danlos syndrome, classic type, 2
PS130000	130020	Ehlers-Danlos syndrome, hypermobility type
PS130000	130050	Ehlers-Danlos syndrome, vascular type
PS130000	130060	Ehlers-Danlos syndrome, arthrochalasia type, 1
PS130000	130070	Ehlers-Danlos syndrome, spondylodysplastic type, 1
PS130000	130080	Ehlers-Danlos syndrome, periodontal type, 1
PS130000	225320	Ehlers-Danlos syndrome, cardiac valvular type
PS130000	225400	Ehlers-Danlos syndrome, kyphoscoliotic type, 1
PS130000	225410	Ehlers-Danlos syndrome, dermatosparaxis type
PS130000	229200	Brittle cornea syndrome 1
PS130000	601776	Ehlers-Danlos syndrome, musculocontractural type 1
PS130000	606408	Ehlers-Danlos syndrome, classic-like, 1
PS130000	612350	Ehlers-Danlos syndrome, spondylodysplastic type, 3
PS130000	614170	Brittle cornea syndrome 2
PS130000	614557	Ehlers-Danlos syndrome, kyphoscoliotic type, 2
PS130000	615349	Ehlers-Danlos syndrome, spondylodysplastic type, 2
PS130000	615539	Ehlers-Danlos syndrome, musculocontractural type 2
PS130000	616471	Bethlem myopathy 2
PS130000	617174	Ehlers-Danlos syndrome, periodontal type, 2
PS130000	617821	Ehlers-Danlos syndrome, arthrochalasia type, 2
PS130000	618000	Ehlers-Danlos syndrome, classic-like, 2
PS131100	Multiple endocrine neoplasia
PS131100	131100	Multiple endocrine neoplasia 1
PS131100	162300	Multiple endocrine neoplasia IIB
PS131100	171400	Multiple endocrine neoplasia IIA
PS131100	610755	Multiple endocrine neoplasia, type IV
PS132100	Photoparoxysmal response
PS132100	132100	Photoparoxysmal response 1
PS132100	609572	Photoparoxysmal response 2
PS132100	609573	Photoparoxysmal response 3
PS132400	Epiphyseal dysplasia, multiple
PS132400	132400	Epiphyseal dysplasia, multiple, 1
PS132400	226900	Epiphyseal dysplasia, multiple, 4
PS132400	600204	Epiphyseal dysplasia, multiple, 2
PS132400	600969	Epiphyseal dysplasia, multiple, 3, with or without myopathy
PS132400	607078	Epiphyseal dysplasia, multiple, 5
PS132400	614135	?Epiphyseal dysplasia, multiple, 6
PS132400	617719	Epiphyseal dysplasia, multiple, 7
PS133100	Erythrocytosis, familial
PS133100	133100	Erythrocytosis, somatic
PS133100	133100	[Erythrocytosis, familial, 1]
PS133100	263400	Erythrocytosis, familial, 2
PS133100	609820	Erythrocytosis, familial, 3
PS133100	611783	Erythrocytosis, familial, 4
PS133100	617907	Erythrocytosis, familial, 5
PS133100	617980	Erythrocytosis 6
PS133100	617981	Erythrocytosis 7
PS133200	Erythrokeratodermia variabilis et progressiva
PS133200	133200	Erythrokeratodermia variabilis et progressiva 1
PS133200	617524	Erythrokeratodermia variabilis et progressiva 2
PS133200	617525	Erythrokeratodermia variabilis et progressiva 3
PS133200	617526	Erythrokeratodermia variabilis et progressiva 4
PS133200	617756	Erythrokeratodermia variabilis et progressiva 5
PS133200	618531	Erythrokeratodermia veriabilis et progressiva 6
PS133200	619209	Erythrokeratodermia variabilis et progressiva 7
PS133780	Exudative vitreoretinopathy
PS133780	133780	Exudative vitreoretinopathy 1
PS133780	133780	Retinopathy of prematurity
PS133780	305390	Exudative vitreoretinopathy 2, X-linked
PS133780	601813	Exudative vitreoretinopathy 4
PS133780	605750	Exudative vitreoretinopathy 3
PS133780	613310	Exudative vitreoretinopathy 5
PS133780	616468	?Exudative vitreoretinopathy 6
PS133780	617572	Exudative vitreoretinopathy 7
PS134600	Fanconi renotubular syndrome
PS134600	134600	Fanconi renotubular syndrome 1
PS134600	613388	?Fanconi renotubular syndrome 2
PS134600	615605	?Fanconi renotubular syndrome 3
PS134600	616026	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young
PS134600	618913	Fanconi renotubular syndrome 5
PS135300	Gingival fibromatosis
PS135300	135300	?Fibromatosis, gingival, 1
PS135300	605544	Fibromatosis, gingival, 2
PS135300	609955	Fibromatosis, gingival, 3
PS135300	611010	Fibromatosis, gingival, 4
PS135300	617626	Fibromatosis, gingival, 5
PS135500	Zimmermann-Laband syndrome
PS135500	135500	Zimmermann-Laband syndrome 1
PS135500	616455	Zimmermann-Laband syndrome 2
PS135500	618658	Zimmermann-Laband syndrome 3
PS135700	Fibrosis of extraocular muscles, congenital
PS135700	135700	Fibrosis of extraocular muscles, congenital, 3B
PS135700	135700	Fibrosis of extraocular muscles, congenital, 1
PS135700	600638	Fibrosis of extraocular muscles, congenital, 3A
PS135700	602078	Fibrosis of extraocular muscles, congenital, 2
PS135700	609384	Fibrosis of extraocular muscles, congenital, 3C
PS135700	609428	Tukel syndrome
PS135700	616219	Fibrosis of extraocular muscles, congenital, 5
PS135900	Coffin-Siris syndrome
PS135900	135900	Coffin-Siris syndrome 1
PS135900	614607	Coffin-Siris syndrome 2
PS135900	614608	Coffin-Siris syndrome 3
PS135900	614609	Coffin-Siris syndrome 4
PS135900	615866	Coffin-Siris syndrome 9
PS135900	616938	Coffin-Siris syndrome 5
PS135900	617808	Coffin-Siris syndrome 6
PS135900	618027	Coffin-Siris syndrome 7
PS135900	618362	Coffin-Siris syndrome 8
PS135900	618506	Coffin-Siris syndrome 10
PS135900	618779	Coffin-Siris syndrome 11
PS135900	619325	Coffin-Siris syndrome 12
PS136500	Focal facial dermal dysplasia
PS136500	136500	Focal facial dermal dysplasia 1, Brauer type
PS136500	227260	Focal facial dermal dysplasia 3, Setleis type
PS136500	614973	Focal facial dermal dysplasia 2, Brauer-Setleis type
PS136500	614974	Focal facial dermal dysplasia 4
PS136520	Foveal hypoplasia
PS136520	136520	Foveal hypoplasia 1
PS136520	609218	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis
PS136760	Frontonasal dysplasia
PS136760	136760	Frontonasal dysplasia 1
PS136760	613451	Frontonasal dysplasia 2
PS136760	613456	Frontonasal dysplasia 3
PS136800	Corneal dystrophy, Fuchs endothelial
PS136800	136800	Corneal dystrophy, Fuchs endothelial, 1
PS136800	610158	Corneal dystrophy, Fuchs endothelial, 2
PS136800	613267	Corneal dystrophy, Fuchs endothelial, 3
PS136800	613268	Corneal dystrophy, Fuchs endothelial, 4
PS136800	613269	Corneal dystrophy, Fuchs endothelial, 5
PS136800	613270	Corneal dystrophy, Fuchs endothelial, 6
PS136800	613271	Corneal dystrophy, Fuchs endothelial, 7
PS136800	615523	Corneal dystrophy, Fuchs endothelial, 8
PS137800	Glioma
PS137800	137800	{Glioma, susceptibility to, somatic}
PS137800	137800	{Glioma susceptibility 1}
PS137800	137800	Glioblastoma, somatic
PS137800	607248	{Glioma susceptibility 4}
PS137800	613028	{Glioma susceptibility 2}
PS137800	613029	{Glioblastoma 3}
PS137800	613030	{Glioma susceptibility 5}
PS137800	613031	{Glioma susceptibility 6}
PS137800	613032	{Glioma susceptibility 7}
